"ID","nwCongoID","tsID","SITE","CODE","FEAT","IND","VU","POTTERY","PROV","Xray","TYPE","BOX","FABRIC","SUBGRP","SurfSponges","NOTES","RIVER","GROUP","REFERENCE"
"257","","117","Iyonda","IYO","81/1","-0-1:2","","Bokuma","","","","","","","","","Congo","",""
"260","","118","Mbandaka","MBA","81/2","/I-7:36","","Bondongo","","","","","","","","","Congo","",""
"261","","119","Mbandaka","MBA","81/2","/I-7:50","","Bondongo","","","","","","","","","Congo","",""
"262","","120","Bokele","BKE","81/1","15","","Imbonga","","","","","","","","","Ruki","",""
"264","","121","Bokele","BKE","81/2","-2:7","","Bokele","","","","","","","","","Ruki","",""
"265","","122","Bokele","BKE","81/2","-2:10","","Bokele","","","","","","","","","Ruki","",""
"266","","123","Bokele","BKE","81/3","-1:1","","Longa","","","","","","","","","Ruki","",""
"268","","124","Bokele","BKE","81/4","28","","Longa","","","","","","","","","Ruki","",""
"269","","125","Bokele","BKE","81/4","41","","Longa","","","","","","","","","Ruki","",""
"270","","126","Nkile","NKI","2","-1:14","","Botendo","","","","","","","","","Ruki","",""
"272","","127","Nkile","NKI","2","-2:1","","Botendo","","","","","","","","","Ruki","",""
"275","","128","Nkile","NKI","2","-6:1","","Lokondola","","","","","","","","","Ruki","",""
"276","","129","Longa","LON","1","-0-1/3:3","","Ingende","","","","","","","","","Ruki","","Wotzka 1995: 504 Taf. 70.10"
"278","","130","Longa","LON","1","-0-4:5","","Ingende","","","","","","","","","Ruki","","Wotzka 1995: 503 Taf. 69.5"
"280","","131","Benkombo","BEN","81/1","/II:1","","Imbonga","","","","","","","","","Ruki","","ID 131: BEN 81/1 /II:1"
"284","","132","Bonkake","BON","81/1","/II:1","","Imbonga","","","","","","","","","Momboyo","","ID 132: BON 81/1 /II:1"
"285","","133","Bonkake","BON","81/1","/II:2","","Bonkake","","","","","","","","","Momboyo","","ID 133: BON 81/1 /II:2"
"287","","134","Boso-Njafo","BSN","85/1","27","","Imbonga","","","","","","","","","Lulonga","","ID 134: BSN 85/1 27"
"290","","135","Boso-Njafo","BSN","85/1","-2:10 -3:10","","Imbonga","","","","","","","","","Lulonga","","ID 135: BSN 85/1 -2:10 -3:10"
"288","","136","Boso-Njafo","BSN","85/1","-1:4 -2:4","","Imbonga","","","","","","","","","Lulonga","","ID 136: BSN 85/1 -1:4 -2:4"
"292","","137","Boso-Njafo","BSN","85/3","1","","Imbonga","","","","","","","","","Lulonga","",""
"293","","138","Boso-Njafo","BSN","85/3","2","","Imbonga","","","","","","","","","Lulonga","",""
"295","","139","Boso-Njafo","BSN","85/3","5","","Imbonga","","","","","","","","","Lulonga","",""
"296","","140","Baringa","BAR","85/1","1","","Bondongo","","","","","","","","","Maringa","",""
"300","","141","Baringa","BAR","85/1","5","","Bondongo","","","","","","","","","Maringa","",""
"301","","142","Baringa","BAR","85/1","46","","Bondongo","","","","","","","","","Maringa","",""
"353","","143","Mukila","MUK","52/II","J/66 (62064)","","","","","","","lithic","","","","Wamba","",""
"354","","144","Mukila","MUK","18/1030/10","-19:1","1","","","","","","grog","","","","Wamba","",""
"355","","145","Mukila","MUK","18/1030/10","-33:1","4","","","","","","fine/white","","","","Wamba","",""
"356","","146","Mukila","MUK","18/1030/10","-39:3-4","","","","","","","fine/red","","","","Wamba","",""
"357","","147","Mukila","MUK","18/1030/10","-42:2","","","","","","","slag","","","","Wamba","",""
"358","","148","Mukila","MUK","18/1030/10","-43:1","2","","","","","","slag","","","","Wamba","",""
"1","2732","","Pikunda","PIK","87/1","2","","Pikunda-Munda (?)","","","R","","1","1a","xx","","Sangha","A",""
"2","477","","Pikunda","PIK","87/1","5","","Pikunda-Munda","","","R","","1","1b","x","","Sangha","A",""
"3","475","","Pikunda","PIK","87/1","1","","Pikunda-Munda","","","W","","1","1b","x","","Sangha","A","ID : PIK 87/1 1"
"4","2731","","Pikunda","PIK","87/1","-1:84","","Pikunda-Munda","","","W","","1","1a","x","","Sangha","A","ID : PIK 87/1 -1:84"
"5","514","","Pikunda","PIK","87/1","-10:8","","Pikunda-Munda","","","W","","4","4c/2a (?)","xx","","Sangha","A",""
"6","519","","Pikunda","PIK","87/1","-11:3","","Pikunda-Munda","","","W","","1","1b","x","","Sangha","A",""
"7","536","","Pikunda","PIK","87/1","-13:1","","Pikunda-Munda","","","R","","1","1d","xx","","Sangha","A",""
"8","2786","","Pikunda","PIK","87/1","-3:127","","Pikunda-Munda","","","W","","1","1b","x","","Sangha","A",""
"9","2730","","Pikunda","PIK","87/1","-3:145","","Pikunda-Munda","","","W","","1","1e","xx","","Sangha","A",""
"10","2784","","Pikunda","PIK","87/1","-4:18","","Pikunda-Munda","","","W","","1","1b","x","","Sangha","A",""
"11","596","","Pikunda","PIK","87/1","-4:20","12","Pikunda-Munda","","","W","","1","1e","x","","Sangha","A",""
"12","597","","Pikunda","PIK","87/1","-4:21","","Pikunda-Munda","","","W","","1","1b","x","","Sangha","A",""
"13","636","","Pikunda","PIK","87/1","-4:7","19","Pikunda-Munda","","","W","","1","1b","","","Sangha","A",""
"14","651","","Pikunda","PIK","87/1","-5:7","","Pikunda-Munda","","","R","","1","1e","","","Sangha","A",""
"15","652","","Pikunda","PIK","87/1","-5:8","","Pikunda-Munda","","","R","","1","1b","","","Sangha","A",""
"16","2733","","Pikunda","PIK","87/1","-6:12","","Pikunda-Munda","","","W","","4","4c/1c (?)","","","Sangha","A",""
"18","664","","Pikunda","PIK","87/1","-7:3","","Pikunda-Munda","","","W","","1","1c","","","Sangha","A",""
"19","666","","Pikunda","PIK","87/1","-7:5-6","21","Pikunda-Munda","","","W","","1","1b","","","Sangha","A",""
"20","670","","Pikunda","PIK","87/1","-7:9","","Pikunda-Munda","","","R","","2","2a/1e (?)","","","Sangha","A",""
"21","544","","Pikunda","PIK","87/1","-2:114 -7:8","15","Pikunda-Munda","","","R","","2","2a/1d (?)","","","Sangha","A",""
"22","672","","Pikunda","PIK","87/1","-8:10-11","18","Pikunda-Munda","","","R","","2","2a/1d (?)","","","Sangha","A",""
"23","678","","Pikunda","PIK","87/1","-8:3","","Pikunda-Munda","","","W","","1","1b","","","Sangha","A",""
"24","687","","Pikunda","PIK","87/1","-9:10","","Pikunda-Munda","","","R","","1","1b","","","Sangha","A",""
"25","689","","Pikunda","PIK","87/1","-9:12","","Pikunda-Munda","","","W","","1","1d","","","Sangha","A",""
"26","691","","Pikunda","PIK","87/1","-9:3","","Pikunda-Munda","","","R","","2","2a/1d (?)","","","Sangha","A","ID : PIK 87/1 -9:3"
"28","696","","Pikunda","PIK","87/1","-9:8","","Pikunda-Munda","","","R","","1","1c","","","Sangha","A",""
"29","704","","Pikunda","PIK","87/1","/I-12:3","","Pikunda-Munda","","","R","","1","1b","","","Sangha","A",""
"30","482","","Pikunda","PIK","87/1","11-12","16","Pikunda-Munda","","","W","","1","1d","","","Sangha","A",""
"31","486","","Pikunda","PIK","87/1","-1:101 -2:67","23","Mandombe","","","W","","3","3b","","Banfwa-nfwa","Sangha","B",""
"32","2835","","Pikunda","PIK","87/1","-1:130","","Mandombe","","","W","","3","3a","","","Sangha","B",""
"33","2951","","Pikunda","PIK","87/1","-1:190","","Mandombe","","","R","","3","3b","","","Sangha","B",""
"34","2811","","Pikunda","PIK","87/1","-1:191","3","Mandombe","","","R","","3","3b","","","Sangha","B",""
"35","493","","Pikunda","PIK","87/1","-1:3","","Mandombe","","","W","","3","3a","","Rough slip","Sangha","B",""
"37","498","","Pikunda","PIK","87/1","-1:5","32","Mandombe","","","W","","3","3a","","Banfwa-nfwa","Sangha","B",""
"38","499","","Pikunda","PIK","87/1","-1:52","","Mandombe","","","W","","3","3a","","Roulette!","Sangha","B",""
"39","2819","","Pikunda","PIK","87/1","-2:101","","Mandombe","","","R","","3","3b","","","Sangha","B",""
"41","2895","","Pikunda","PIK","87/1","-2:156","","Mandombe","","","B","","3","3b","","","Sangha","B",""
"42","2812","","Pikunda","PIK","87/1","-2:16 -3:17","28","Mandombe","","","W","","3","3b","","Roulette!","Sangha","B",""
"43","","","Pikunda","PIK","87/1","-2:201","","Mandombe","","","W","","3","3a","","Banfwa-nfwa","Sangha","B",""
"44","2749","","Pikunda","PIK","87/1","-2:203","","Mandombe","","","W","","3","3b","","Rough slip; 2749 = PK /1d","Sangha","B",""
"45","2830","","Pikunda","PIK","87/1","-2:23,53","37","Mandombe","","","W","","3","3a","","","Sangha","B",""
"46","564","","Pikunda","PIK","87/1","-2:3","4","Mandombe","","","W","","3","3b","","","Sangha","B",""
"47","","","Pikunda","PIK","87/1","-2:68","","Mandombe","","","W","","3","3a","","Banfwa-nfwa","Sangha","B",""
"48","2816","","Pikunda","PIK","87/1","-3:137, 146","34","Mandombe","","","W","","5","5a","","","Sangha","B",""
"49","583","","Pikunda","PIK","87/1","-3:163, 166","27","Mandombe","","","R","","3","3c/3b (?)","","Banfwa-nfwa","Sangha","B",""
"50","2887","","Pikunda","PIK","87/1","-3:3","","Mandombe","","","W","","3","3a","","","Sangha","B",""
"51","2836","","Pikunda","PIK","87/1","-3:4","","Mandombe","","","W","","3","3a","","","Sangha","B",""
"52","2901","","Pikunda","PIK","87/1","-3:?","","Mandombe","","","W","","3","3b","","Applique, reddish","Sangha","B",""
"53","2912","","Pikunda","PIK","87/1","-3:52","","Mandombe","","","W","","3","3b","","Rough slip","Sangha","B",""
"54","2824","","Pikunda","PIK","87/1","-3:58","","Mandombe","","","R","","3","3a","","","Sangha","B",""
"55","2828","","Pikunda","PIK","87/1","-3:59","","Mandombe","","","R","","3","3a","","","Sangha","B",""
"56","588","","Pikunda","PIK","87/1","-4:10","","Mandombe","","","W","","5","5b","","Rough slip","Sangha","B",""
"57","618","","Pikunda","PIK","87/1","-4:5","","Mandombe","","","W","","3","3a","","","Sangha","B","ID : PIK 87/1 -4:5"
"58","620","","Pikunda","PIK","87/1","-4:51","","Mandombe","","","W","","3","3c","","Rough slip; 620 = PKM (?) / 3 (?)","Sangha","B","ID : PIK 87/1 -4:51"
"59","27","","Bobulu","BBL","85/102","61","","Mbati-Ngombe","x","","W","","4","4a","o","MND (?)","Ubangi","",""
"60","50","","Bolumbu","BLU","85/101","21","","Botendo","","","R","","1","1b","x","","Ubangi","",""
"63","1426","","Jeke","JEK","87/101","44","","Ebambe","","","W","","1","1c","x","","Likwala-aux-Herbes","",""
"64","167","","Kouango","KOU","85/101","16","","","","","B","","5","5c","o","","Ubangi","",""
"66","5568","","Maoko","MAO","85/101","67","","Motenge-Boma","","","W","","4","4a","o","","Ubangi","",""
"68","1366","","Misongo","MIS","87/101","4","","Botendo","","","R","","1","1d (?)","x","?","Likwala-aux-Herbes","",""
"69","263","","Mokelo","MKL","85/101","75","","Mokelo","","","R","","4","4a","x","","Ubangi","",""
"73","307","","Mosenge","MSG","87/101","177","","Epena (?)","","","W","","1","1e","xx","","Likwala-aux-Herbes","",""
"74","308","","Mosenge","MSG","87/101","192","","Epena","","","W","","2","2a","xx","","Likwala-aux-Herbes","",""
"76","321","","Motenge-Boma","MTB","85/101","94","","Motenge-Boma","","","W","","4","4c","(x)","","Likwala-aux-Herbes","",""
"81","346","","Munda","MUN","87/2-1-1","-7:1","6","Pikunda-Munda","","","R","","1","1a","xx","","Likwala-aux-Herbes","",""
"84","471","","Ouesso","OUE","87/102","49","","","","","B","","5","5a","o","","Sangha","",""
"87","474","","Pandama","PDM","87/102","20","","","","","B","","3","3b","(x)","","Ngoko","",""
"94","829","","Sungu","SUN","87/101","3","","Bobusa","","","W","","9","9a","o","","Congo","",""
"98","1328","","Pandama","PDM","87/101","13","","Pandama","","","W","","","","(x)","","Ngoko","",""
"104","","","Dongo","DON","85/101","72","","Dongo","x","","","","","","","","Ubangi","",""
"105","584","","Pikunda","PIK","87/1","-2:119","","Mandombe","","","","","","","","","Sangha","",""
"106","564","","Pikunda","PIK","87/1","-2:3 - 3:7","","Mandombe","","","","","","","","","Sangha","",""
"107","","","Konda","KON","87/101","53","","Konda","","","","","","","","","Sangha","",""
"108","","","Konda","KON","87/101","1.2","","Konda","","","","","","","","","Sangha","",""
"109","516","","Pikunda","PIK","87/1","-10:7 -11:1 /I-11:4 /I-12:2","","Pikunda-Munda","","","","","","","","","Sangha","",""
"112","682","","Pikunda","PIK","87/1","-8:1 /I-9:1","","Pikunda-Munda","","x","vessel","","1","1a","","","Sangha","",""
"115","357","","Munda","MUN","87/2-1-3","10","8","Pikunda-Munda","","x","vessel","","","","xx","","Likwala-aux-Herbes","","ID : MUN 87/2-1-3 10"
"116","3357","","Munda","MUN","87/1-0-2","-1:13","","Ebambe","","","","","1","","","","Likwala-aux-Herbes","",""
"118","1621","","Jeke","JEK","87/101","57","","Epena","","","","","","","","","Likwala-aux-Herbes","",""
"119","1792","","Itanga","ITN","87/103","a","","Epena","","","","","","","","","Likwala-aux-Herbes","",""
"120","1515","","Ngombe","NGO","87/102","27","","Ngombe","","","","","","","x","","Sangha","",""
"121","240","","Mbati-Ngombe","MBN","85/501","1","","Mbati-Ngombe","x","x","","","","","","","Ubangi","",""
"122","1499","","Mbati-Ngombe","MBN","85/501","2","","Mbati-Ngombe","x","x","","","","","","","Ubangi","",""
"127","","","Ikenge","IKE","500","3","","Ikenge","x","","","ER15","","","","","Ruki","",""
"128","","","Ikenge","IKE","500","4","","Ikenge","x","","","ER9","","","","","Ruki","",""
"129","","","Ikenge","IKE","500","5","","Ikenge","x","","","ER9","","","","","Ruki","",""
"130","","","Ikenge","IKE","500","8","","Ikenge","x","","","ER10","","","","","Ruki","",""
"131","","","Ikenge","IKE","500","9","","Ikenge","x","","bowl","ER10","","","","","Ruki","",""
"132","","","Ikenge","IKE","500","10","","Ikenge","x","","bowl","ER10","","","","","Ruki","","Wotzka 1995: 506 Taf. 72.5"
"133","","","Ikenge","IKE","500","11","","Ikenge","x","","","ER10","","","","","Ruki","","Wotzka 1995: 506 Taf. 72.6"
"135","","","Ikenge","IKE","500","13","","Ikenge","x","","","ER12","","","","","Ruki","",""
"136","","","Ikenge","IKE","500","29","","Ikenge","x","","bottle","ER15","","","","","Ruki","",""
"138","","","Ikenge","IKE","500","32","","Ikenge","x","","hearth","E13","","","","","Ruki","",""
"139","","","Ikenge","IKE","500","33","","Ikenge","x","","hearth","ER12","","","","","Ruki","",""
"140","","","Ikenge","IKE","500","34","","Ikenge","x","","hearth","ER12","","","","","Ruki","",""
"141","","","Ikenge","IKE","77/501","3","","Ikenge","x","","bottle","Z11","","","","","Ruki","",""
"142","","","Ikenge","IKE","77/501","4","","Ikenge","x","","[Kanne]","Z16/1","","","","","Ruki","",""
"143","","","Ikenge","IKE","77/501","6","","Ikenge","x","","small cup with handle","22","","","","","Ruki","",""
"144","","","Ikenge","IKE","81/500","1","","Ikenge","x","","sieve","ER12","","","","","Ruki","",""
"145","","","Ikenge","IKE","81/500","7","","Ikenge","x","","bottle","E13","","","","","Ruki","",""
"146","","","Ikenge","IKE","81/500","8","","Ikenge","x","","bottle","E13","","","","","Ruki","",""
"147","","","Ikenge","IKE","81/500","12","","Ikenge","x","","small bowl","22","","","","","Ruki","",""
"148","","","Ikenge","IKE","81/500","20","","Ikenge","x","","cup with handle","Z10/1","","","","","Ruki","",""
"149","1802","","Pikunda","PIK","87/501","1","4","modern","x","x","vessel","Z10/1","","","","","Sangha","",""
"150","1801","","Pikunda","PIK","87/501","2","3","modern","x","x","vessel","Z10/1","","","","","Sangha","",""
"151","1793","","Pikunda","PIK","87/501","3","2","modern","x","x","vessel","Z10/2","","","","","Sangha","",""
"153","1803","","Pikunda","PIK","87/501","5","5","modern","x","x","vessel","Z10/1","","","","","Sangha","",""
"154","","","Balinga-Bokonda","BBK","83/501","3","","Ilemba-Bokonda","x","","small vessel/Kumpf","22","","","","","Tshuapa","",""
"157","","","Boleko","BLK","87/501","","","Mobaka","x","","bowl","Z10/2","","","","","Likwala-aux-Herbes","",""
"158","","","Bondo","BND","83/201","6","","modern","x","","","Z16/1","","","","","Likwala-aux-Herbes","",""
"162","","","Ilawa","ILW","85/501","3","","Dama","x","","","ER16","","","","","Ubangi","",""
"163","","","Itanga","ITN","87/501","","","Epena","x","","bottle","Z10/2","","","","not drawn or photographed","Likwala-aux-Herbes","",""
"164","","","Jeke","JEK","87/501","1","","Epena","x","","bottle","Z10/1","","","","","Likwala-aux-Herbes","",""
"166","","","Yopoko","YOP","85/501","1","","Yopoko","x","","","ER9","","","","","Maringa","",""
"216","","","Yopoko","YOP","","","6647","modern","","","clay sample","","","","","","Maringa","",""
"217","","","Ikenge","IKE","","","6649","modern","","","clay sample","","","","","","Ruki","",""
"218","","","Ikenge","IKE","","","6651","modern","","","clay sample","","","","","","Ruki","",""
"219","","","Isaka-Nkundo","","","","6641","modern","","","clay sample","","","","","","Salonga","",""
"221","803","","Pikunda","PIK","87/2","-1:44","","modern","","","W","","","","o","cf. modern PIK potter","Sangha","",""
"226","413","","Munda","MUN","87/2-1-3","-6:15","3","Pikunda-Munda","","x","vessel","","","","xx","","Likwala-aux-Herbes","",""
"227","370","","Munda","MUN","87/2-1-3","-1:1b","12","Pikunda-Munda","","x","vessel","","","","x","","Likwala-aux-Herbes","",""
"228","423","","Munda","MUN","87/2-1-3","13a","4","Pikunda-Munda","","x","vessel","","","","xx","","Likwala-aux-Herbes","",""
